N	Speaker ID	Task	Evaluation	Target	Response	Hit	Correct	Target Utterance	Responsed Utterance	Number of Syllables	TargetC	TargetV	RespC	RespV	TargetCManner	TargetCVoice	TargetCPlace	RespCanner	RespVoice	RespPlace	CorrC	CorrV	CorrManner	CorrVoice	CorrPlace	
173	CA227	QL2	M23	ra	ra	C	1	bi ra ni	bi ra ni	3	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
174	CA227	QL2	M23	ni	ni	C	1	bi ra ni	bi ra ni	3	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
175	CA227	QL2	M23	ti	ti	C	1	ti fe du ne	ti fe du ni	4	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
176	CA227	QL2	M23	fe	fe	C	1	ti fe du ne	ti fe du ni	4	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
177	CA227	QL2	M23	du	du	C	1	ti fe du ne	ti fe du ni	4	d	u	d	u	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
178	CA227	QL2	M23	ne	ni	S	0	ti fe du ne	ti fe du ni	4	n	e	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	0	1	1	1	
179	CA227	QL2	M23	ti	ti	C	1	ti yo	ti yo	2	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
180	CA227	QL2	M23	yo	yo	C	1	ti yo	ti yo	2	y	o	y	o	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
181	CA227	QL2	M23	no	no	C	1	no fe	no fe	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
182	CA227	QL2	M23	fe	fe	C	1	no fe	no fe	2	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
183	CA227	QL2	M23	pe	pe	C	1	pe ta ti	pe ta ti	3	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
184	CA227	QL2	M23	ta	ta	C	1	pe ta ti	pe ta ti	3	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
185	CA227	QL2	M23	ti	ti	C	1	pe ta ti	pe ta ti	3	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
186	CA227	QL2	M23	la	la	C	1	la do	la do	2	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
187	CA227	QL2	M23	do	do	C	1	la do	la do	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
188	CA227	QL2	M23	mu	mu	C	1	mu no	mu no	2	m	u	m	u	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
189	CA227	QL2	M23	no	no	C	1	mu no	mu no	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
190	CA227	QL2	M23	fa	fa	C	1	fa lu	fa lu	2	f	a	f	a	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
191	CA227	QL2	M23	lu	lu	C	1	fa lu	fa lu	2	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
192	CA227	QL2	M23	ka	ka	C	1	ka rro ma to	ka rro ma to	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
193	CA227	QL2	M23	rro	rro	C	1	ka rro ma to	ka rro ma to	4	rr	o	rr	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
194	CA227	QL2	M23	ma	ma	C	1	ka rro ma to	ka rro ma to	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
195	CA227	QL2	M23	to	to	C	1	ka rro ma to	ka rro ma to	4	t	o	t	o	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
196	CA227	QL2	M23	rri	rri	C	1	rri bu po	rri bu po	3	rr	i	rr	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
197	CA227	QL2	M23	bu	bu	C	1	rri bu po	rri bu po	3	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
198	CA227	QL2	M23	po	po	C	1	rri bu po	rri bu po	3	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
199	CA227	QL2	M23	mu	nu	S	0	mu si ma	nu si ma	3	m	u	n	u	nas	Voiced	Frontal	nas	Voiced	Coronal	0	1	1	1	0	
200	CA227	QL2	M23	si	si	C	1	mu si ma	nu si ma	3	s	i	s	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
201	CA227	QL2	M23	ma	ma	C	1	mu si ma	nu si ma	3	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
202	CA227	QL2	M23	de	de	C	1	de ba ti	de ba ti	3	d	e	d	e	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
203	CA227	QL2	M23	ba	ba	C	1	de ba ti	de ba ti	3	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
204	CA227	QL2	M23	ti	ti	C	1	de ba ti	de ba ti	3	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
205	CA227	QL2	M23	di	di	C	1	di ne ro	di ne ro	3	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
206	CA227	QL2	M23	ne	ne	C	1	di ne ro	di ne ro	3	n	e	n	e	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
207	CA227	QL2	M23	ro	ro	C	1	di ne ro	di ne ro	3	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
208	CA227	QL2	M23	ni	ni	C	1	ni fu ba mi	ni fu ba mi	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
209	CA227	QL2	M23	fu	fu	C	1	ni fu ba mi	ni fu ba mi	4	f	u	f	u	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
210	CA227	QL2	M23	ba	ba	C	1	ni fu ba mi	ni fu ba mi	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
211	CA227	QL2	M23	mi	mi	C	1	ni fu ba mi	ni fu ba mi	4	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
212	CA227	QL2	M23	mo	ma	S	0	mo te	ma te	2	m	o	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	0	1	1	1	
213	CA227	QL2	M23	te	te	C	1	mo te	ma te	2	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
214	CA227	QL2	M23	ko	ko	C	1	ko da	ko da	2	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
215	CA227	QL2	M23	da	da	C	1	ko da	ko da	2	d	a	d	a	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
216	CA227	QL2	M23	ko	ko	C	1	ko zi	ko zi	2	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
217	CA227	QL2	M23	zi	zi	C	1	ko zi	ko zi	2	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
218	CA227	QL2	M23	di	di	C	1	di ku li te	di ku li te	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
219	CA227	QL2	M23	ku	ku	C	1	di ku li te	di ku li te	4	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
220	CA227	QL2	M23	li	li	C	1	di ku li te	di ku li te	4	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
221	CA227	QL2	M23	te	te	C	1	di ku li te	di ku li te	4	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
222	CA227	QL2	M23	ko	ko	C	1	ko pa te	ko pa te	3	k	o	k	o	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
223	CA227	QL2	M23	pa	pa	C	1	ko pa te	ko pa te	3	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
224	CA227	QL2	M23	te	te	C	1	ko pa te	ko pa te	3	t	e	t	e	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
225	CA227	QL2	M23	do	do	C	1	do bu	do bu	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
226	CA227	QL2	M23	bu	bu	C	1	do bu	do bu	2	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
227	CA227	QL2	M23	me	me	C	1	me po	me po	2	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
228	CA227	QL2	M23	po	po	C	1	me po	me po	2	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
229	CA227	QL2	M23	no	no	C	1	no che	no che	2	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
230	CA227	QL2	M23	che	che	C	1	no che	no che	2	ch	e	ch	e	Afic	Vless	Coronal	Afic	Vless	Coronal	1	1	1	1	1	
231	CA227	QL2	M23	fi	fi	C	1	fi lo so zo	fi lo so zo	4	f	i	f	i	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
232	CA227	QL2	M23	lo	lo	C	1	fi lo so zo	fi lo so zo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
233	CA227	QL2	M23	so	so	C	1	fi lo so zo	fi lo so zo	4	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
234	CA227	QL2	M23	zo	zo	C	1	fi lo so zo	fi lo so zo	4	z	o	z	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
235	CA227	QL2	M23	pa	pa	C	1	pa do	pa do	2	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
236	CA227	QL2	M23	do	do	C	1	pa do	pa do	2	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
237	CA227	QL2	M23	ka	ka	C	1	ka yo	ka yo	2	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
238	CA227	QL2	M23	yo	yo	C	1	ka yo	ka yo	2	y	o	y	o	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
239	CA227	QL2	M23	ka	ka	C	1	ka pi tu lo	ka pi tu lo	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
240	CA227	QL2	M23	pi	pi	C	1	ka pi tu lo	ka pi tu lo	4	p	i	p	i	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
241	CA227	QL2	M23	tu	tu	C	1	ka pi tu lo	ka pi tu lo	4	t	u	t	u	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
242	CA227	QL2	M23	lo	lo	C	1	ka pi tu lo	ka pi tu lo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
243	CA227	QL2	M23	lu	lu	C	1	lu xa	lu xa	2	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
244	CA227	QL2	M23	xa	xa	C	1	lu xa	lu xa	2	x	a	x	a	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
245	CA227	QL2	M23	ba	ba	C	1	ba yi	ba yi	2	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
246	CA227	QL2	M23	yi	yi	C	1	ba yi	ba yi	2	y	i	y	i	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
247	CA227	QL2	M23	ka	ka	C	1	ka ba ye mo	ka ba ye mo	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
248	CA227	QL2	M23	ba	ba	C	1	ka ba ye mo	ka ba ye mo	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
249	CA227	QL2	M23	ye	ye	C	1	ka ba ye mo	ka ba ye mo	4	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
250	CA227	QL2	M23	mo	mo	C	1	ka ba ye mo	ka ba ye mo	4	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
251	CA227	QL2	M23	ma	ma	C	1	ma nya na	ma nya na	3	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
252	CA227	QL2	M23	nya	nya	C	1	ma nya na	ma nya na	3	ny	a	ny	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
253	CA227	QL2	M23	na	na	C	1	ma nya na	ma nya na	3	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
254	CA227	QL2	M23	zi	zi	C	1	zi da	zi da	2	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
255	CA227	QL2	M23	da	da	C	1	zi da	zi da	2	d	a	d	a	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
256	CA227	QL2	M23	ka	ta	S	0	ka rro nya	ta rro nya	3	k	a	t	a	Ocl	Vless	back	Ocl	Vless	Coronal	0	1	1	1	0	
257	CA227	QL2	M23	rro	rro	C	1	ka rro nya	ta rro nya	3	rr	o	rr	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
258	CA227	QL2	M23	nya	nya	C	1	ka rro nya	ta rro nya	3	ny	a	ny	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
259	CA227	QL2	M23	bi	bi	C	1	bi ga	bi ga	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
260	CA227	QL2	M23	ga	ga	C	1	bi ga	bi ga	2	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
261	CA227	QL2	M23	mo	no	S	0	mo pe di ta	no pe di ta	4	m	o	n	o	nas	Voiced	Frontal	nas	Voiced	Coronal	0	1	1	1	0	
262	CA227	QL2	M23	pe	pe	C	1	mo pe di ta	no pe di ta	4	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
263	CA227	QL2	M23	di	di	C	1	mo pe di ta	no pe di ta	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
264	CA227	QL2	M23	ta	ta	C	1	mo pe di ta	no pe di ta	4	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
265	CA227	QL3	M23	so	so	C	1	so ri	so ri	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
266	CA227	QL3	M23	ri	ri	C	1	so ri	so ri	2	r	i	r	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
267	CA227	QL3	M23	ye	ye	C	1	ye da	ye da	2	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
268	CA227	QL3	M23	da	da	C	1	ye da	ye da	2	d	a	d	a	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
269	CA227	QL3	M23	ku	ku	C	1	ku fe	ku fe	2	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
270	CA227	QL3	M23	fe	fe	C	1	ku fe	ku fe	2	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
271	CA227	QL3	M23	so	so	C	1	so ma	so ma	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
272	CA227	QL3	M23	ma	ma	C	1	so ma	so ma	2	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
273	CA227	QL3	M23	ka	ka	C	1	ka ba ye ro	ka ba ye ro	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
274	CA227	QL3	M23	ba	ba	C	1	ka ba ye ro	ka ba ye ro	4	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
275	CA227	QL3	M23	ye	ye	C	1	ka ba ye ro	ka ba ye ro	4	y	e	y	e	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
276	CA227	QL3	M23	ro	ro	C	1	ka ba ye ro	ka ba ye ro	4	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
277	CA227	QL3	M23	be	be	C	1	be na	be na	2	b	e	b	e	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
278	CA227	QL3	M23	na	na	C	1	be na	be na	2	n	a	n	a	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
279	CA227	QL3	M23	mu	nu	S	0	mu si ka	nu si ka	3	m	u	n	u	nas	Voiced	Frontal	nas	Voiced	Coronal	0	1	1	1	0	
280	CA227	QL3	M23	si	si	C	1	mu si ka	nu si ka	3	s	i	s	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
281	CA227	QL3	M23	ka	ka	C	1	mu si ka	nu si ka	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
282	CA227	QL3	M23	di	di	C	1	di ku	di ku	2	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
283	CA227	QL3	M23	ku	ku	C	1	di ku	di ku	2	k	u	k	u	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
284	CA227	QL3	M23	ka	ka	C	1	ka mi ro	ka mi ro	3	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
285	CA227	QL3	M23	mi	mi	C	1	ka mi ro	ka mi ro	3	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
286	CA227	QL3	M23	ro	ro	C	1	ka mi ro	ka mi ro	3	r	o	r	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
287	CA227	QL3	M23	me	me	C	1	me ze do ra	me ze do ra	4	m	e	m	e	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
288	CA227	QL3	M23	ze	ze	C	1	me ze do ra	me ze do ra	4	z	e	z	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
289	CA227	QL3	M23	do	do	C	1	me ze do ra	me ze do ra	4	d	o	d	o	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
290	CA227	QL3	M23	ra	ra	C	1	me ze do ra	me ze do ra	4	r	a	r	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
291	CA227	QL3	M23	ze	ze	C	1	ze bi	ze bi	2	z	e	z	e	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
292	CA227	QL3	M23	bi	bi	C	1	ze bi	ze bi	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
293	CA227	QL3	M23	ka	ka	C	1	ka xo	ka xo	2	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
294	CA227	QL3	M23	xo	xo	C	1	ka xo	ka xo	2	x	o	x	o	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
295	CA227	QL3	M23	pa	pa	C	1	pa li xo	pa li xo	3	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
296	CA227	QL3	M23	li	li	C	1	pa li xo	pa li xo	3	l	i	l	i	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
297	CA227	QL3	M23	xo	xo	C	1	pa li xo	pa li xo	3	x	o	x	o	fric	Vless	back	fric	Vless	back	1	1	1	1	1	
298	CA227	QL3	M23	bi	bi	C	1	bi la	bi la	2	b	i	b	i	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
299	CA227	QL3	M23	la	la	C	1	bi la	bi la	2	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
300	CA227	QL3	M23	la	la	C	1	la ti ga fo	la ti ga fo	4	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
301	CA227	QL3	M23	ti	ti	C	1	la ti ga fo	la ti ga fo	4	t	i	t	i	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
302	CA227	QL3	M23	ga	ga	C	1	la ti ga fo	la ti ga fo	4	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
303	CA227	QL3	M23	fo	fo	C	1	la ti ga fo	la ti ga fo	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
304	CA227	QL3	M23	no	no	C	1	no fe ba	no fe ba	3	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
305	CA227	QL3	M23	fe	fe	C	1	no fe ba	no fe ba	3	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
306	CA227	QL3	M23	ba	ba	C	1	no fe ba	no fe ba	3	b	a	b	a	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
307	CA227	QL3	M23	lu	lu	C	1	lu fo	lu fo	2	l	u	l	u	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
308	CA227	QL3	M23	fo	fo	C	1	lu fo	lu fo	2	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
309	CA227	QL3	M23	ka	ka	C	1	ka po di no	ka po di no	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
310	CA227	QL3	M23	po	po	C	1	ka po di no	ka po di no	4	p	o	p	o	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
311	CA227	QL3	M23	di	di	C	1	ka po di no	ka po di no	4	d	i	d	i	Ocl	Voiced	Coronal	Ocl	Voiced	Coronal	1	1	1	1	1	
312	CA227	QL3	M23	no	no	C	1	ka po di no	ka po di no	4	n	o	n	o	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
313	CA227	QL3	M23	fi	fi	C	1	fi lo so fo	fi lo so fo	4	f	i	f	i	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
314	CA227	QL3	M23	lo	lo	C	1	fi lo so fo	fi lo so fo	4	l	o	l	o	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
315	CA227	QL3	M23	so	so	C	1	fi lo so fo	fi lo so fo	4	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
316	CA227	QL3	M23	fo	fo	C	1	fi lo so fo	fi lo so fo	4	f	o	f	o	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
317	CA227	QL3	M23	ni	ni	C	1	ni bo fe ma	ni bo fe ma	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
318	CA227	QL3	M23	bo	bo	C	1	ni bo fe ma	ni bo fe ma	4	b	o	b	o	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
319	CA227	QL3	M23	fe	fe	C	1	ni bo fe ma	ni bo fe ma	4	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
320	CA227	QL3	M23	ma	ma	C	1	ni bo fe ma	ni bo fe ma	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
321	CA227	QL3	M23	mi	mi	C	1	mi di ya	mi ri ya	3	m	i	m	i	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
322	CA227	QL3	M23	di	ri	S	0	mi di ya	mi ri ya	3	d	i	r	i	Ocl	Voiced	Coronal	Aprox	Voiced	Coronal	0	1	0	1	1	
323	CA227	QL3	M23	ya	ya	C	1	mi di ya	mi ri ya	3	y	a	y	a	fric	Voiced	Coronal	fric	Voiced	Coronal	1	1	1	1	1	
324	CA227	QL3	M23	zi	zi	C	1	zi bu fe ni	zi bu fe ni	4	z	i	z	i	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
325	CA227	QL3	M23	bu	bu	C	1	zi bu fe ni	zi bu fe ni	4	b	u	b	u	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
326	CA227	QL3	M23	fe	fe	C	1	zi bu fe ni	zi bu fe ni	4	f	e	f	e	fric	Vless	Frontal	fric	Vless	Frontal	1	1	1	1	1	
327	CA227	QL3	M23	ni	ni	C	1	zi bu fe ni	zi bu fe ni	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
328	CA227	QL3	M23	mo	mo	C	1	mo pa so ka	mo pa so ka	4	m	o	m	o	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
329	CA227	QL3	M23	pa	pa	C	1	mo pa so ka	mo pa so ka	4	p	a	p	a	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
330	CA227	QL3	M23	so	so	C	1	mo pa so ka	mo pa so ka	4	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
331	CA227	QL3	M23	ka	ka	C	1	mo pa so ka	mo pa so ka	4	k	a	k	a	Ocl	Vless	back	Ocl	Vless	back	1	1	1	1	1	
332	CA227	QL3	M23	so	so	C	1	so ga	so ga	2	s	o	s	o	fric	Vless	Coronal	fric	Vless	Coronal	1	1	1	1	1	
333	CA227	QL3	M23	ga	ga	C	1	so ga	so ga	2	g	a	g	a	Ocl	Voiced	back	Ocl	Voiced	back	1	1	1	1	1	
334	CA227	QL3	M23	ma	ma	C	1	ma ni be la	ma ni be la	4	m	a	m	a	nas	Voiced	Frontal	nas	Voiced	Frontal	1	1	1	1	1	
335	CA227	QL3	M23	ni	ni	C	1	ma ni be la	ma ni be la	4	n	i	n	i	nas	Voiced	Coronal	nas	Voiced	Coronal	1	1	1	1	1	
336	CA227	QL3	M23	be	be	C	1	ma ni be la	ma ni be la	4	b	e	b	e	Ocl	Voiced	Frontal	Ocl	Voiced	Frontal	1	1	1	1	1	
337	CA227	QL3	M23	la	la	C	1	ma ni be la	ma ni be la	4	l	a	l	a	Aprox	Voiced	Coronal	Aprox	Voiced	Coronal	1	1	1	1	1	
338	CA227	QL3	M23	pe	pe	C	1	pe ta te	pe ta te	3	p	e	p	e	Ocl	Vless	Frontal	Ocl	Vless	Frontal	1	1	1	1	1	
339	CA227	QL3	M23	ta	ta	C	1	pe ta te	pe ta te	3	t	a	t	a	Ocl	Vless	Coronal	Ocl	Vless	Coronal	1	1	1	1	1	
